Source,Target,Type,Id,Label,timeset,Weight
1285,3211,Undirected,3926,,,1
468,2914,Undirected,3927,,,1
416,3825,Undirected,3928,,,1
126,2566,Undirected,3929,,,1
126,1329,Undirected,3930,,,1
288,3831,Undirected,3931,,,1
407,2203,Undirected,3932,,,1
473,3720,Undirected,3933,,,1
282,1338,Undirected,3934,,,1
282,1339,Undirected,3935,,,1
282,2851,Undirected,3936,,,1
686,2814,Undirected,3937,,,1
575,3609,Undirected,3938,,,1
575,1348,Undirected,3939,,,1
199,3160,Undirected,3940,,,1
199,3161,Undirected,3941,,,1
199,3248,Undirected,3942,,,1
199,3292,Undirected,3943,,,1
112,3780,Undirected,3944,,,1
113,3780,Undirected,3945,,,1
113,2309,Undirected,3946,,,1
113,1361,Undirected,3947,,,1
62,3571,Undirected,3948,,,1
923,3931,Undirected,3949,,,1
542,1631,Undirected,3950,,,1
466,2105,Undirected,3951,,,1
466,3730,Undirected,3952,,,1
77,3712,Undirected,3953,,,1
856,1394,Undirected,3954,,,1
856,3830,Undirected,3955,,,1
856,1396,Undirected,3956,,,1
643,3554,Undirected,3957,,,1
545,1402,Undirected,3958,,,1
545,2974,Undirected,3959,,,1
664,1515,Undirected,3960,,,1
157,2966,Undirected,3961,,,1
30,1420,Undirected,3962,,,1
30,1421,Undirected,3963,,,1
30,3553,Undirected,3964,,,1
30,3539,Undirected,3965,,,1
30,1424,Undirected,3966,,,1
30,3985,Undirected,3967,,,1
30,3057,Undirected,3968,,,1
30,3904,Undirected,3969,,,1
30,1428,Undirected,3970,,,1
30,3331,Undirected,3971,,,1
30,1430,Undirected,3972,,,1
30,1431,Undirected,3973,,,1
1080,2120,Undirected,3974,,,1
120,2565,Undirected,3975,,,1
120,3539,Undirected,3976,,,1
120,2105,Undirected,3977,,,1
120,1442,Undirected,3978,,,1
120,1443,Undirected,3979,,,1
120,2120,Undirected,3980,,,1
367,2819,Undirected,3981,,,1
367,1446,Undirected,3982,,,1
367,1447,Undirected,3983,,,1
367,1448,Undirected,3984,,,1
367,3636,Undirected,3985,,,1
367,3619,Undirected,3986,,,1
136,3631,Undirected,3987,,,1
41,1455,Undirected,3988,,,1
41,1456,Undirected,3989,,,1
41,1457,Undirected,3990,,,1
41,1458,Undirected,3991,,,1
41,3505,Undirected,3992,,,1
41,1460,Undirected,3993,,,1
41,3627,Undirected,3994,,,1
41,1462,Undirected,3995,,,1
41,1463,Undirected,3996,,,1
765,3488,Undirected,3997,,,1
765,1465,Undirected,3998,,,1
770,3895,Undirected,3999,,,1
365,3985,Undirected,4000,,,1
872,3958,Undirected,4001,,,1
644,3554,Undirected,4002,,,1
441,1660,Undirected,4003,,,1
441,3511,Undirected,4004,,,1
441,1477,Undirected,4005,,,1
441,1763,Undirected,4006,,,1
1002,3191,Undirected,4007,,,1
453,3842,Undirected,4008,,,1
480,3523,Undirected,4009,,,1
121,2565,Undirected,4010,,,1
121,2507,Undirected,4011,,,1
121,1491,Undirected,4012,,,1
121,1492,Undirected,4013,,,1
637,2550,Undirected,4014,,,1
134,1623,Undirected,4015,,,1
402,3599,Undirected,4016,,,1
402,1501,Undirected,4017,,,1
402,3812,Undirected,4018,,,1
1148,3659,Undirected,4019,,,1
1245,1552,Undirected,4020,,,1
1245,2932,Undirected,4021,,,1
68,3168,Undirected,4022,,,1
68,1533,Undirected,4023,,,1
68,1512,Undirected,4024,,,1
68,1513,Undirected,4025,,,1
68,1514,Undirected,4026,,,1
68,1515,Undirected,4027,,,1
68,1516,Undirected,4028,,,1
68,3567,Undirected,4029,,,1
68,1518,Undirected,4030,,,1
68,3344,Undirected,4031,,,1
68,2625,Undirected,4032,,,1
68,1521,Undirected,4033,,,1
68,1522,Undirected,4034,,,1
219,2182,Undirected,4035,,,1
219,1524,Undirected,4036,,,1
219,1525,Undirected,4037,,,1
219,1526,Undirected,4038,,,1
219,1527,Undirected,4039,,,1
154,3708,Undirected,4040,,,1
154,1529,Undirected,4041,,,1
408,2203,Undirected,4042,,,1
408,3653,Undirected,4043,,,1
98,1533,Undirected,4044,,,1
661,1534,Undirected,4045,,,1
661,1535,Undirected,4046,,,1
661,3344,Undirected,4047,,,1
661,3117,Undirected,4048,,,1
661,1538,Undirected,4049,,,1
327,3713,Undirected,4050,,,1
327,1541,Undirected,4051,,,1
327,2816,Undirected,4052,,,1
327,1727,Undirected,4053,,,1
327,2818,Undirected,4054,,,1
328,3713,Undirected,4055,,,1
328,3913,Undirected,4056,,,1
328,1548,Undirected,4057,,,1
570,1550,Undirected,4058,,,1
570,3488,Undirected,4059,,,1
570,1552,Undirected,4060,,,1
570,2932,Undirected,4061,,,1
119,1554,Undirected,4062,,,1
119,3662,Undirected,4063,,,1
119,2437,Undirected,4064,,,1
119,3159,Undirected,4065,,,1
490,3511,Undirected,4066,,,1
941,3806,Undirected,4067,,,1
778,3980,Undirected,4068,,,1
778,1573,Undirected,4069,,,1
778,1574,Undirected,4070,,,1
778,3841,Undirected,4071,,,1
778,1576,Undirected,4072,,,1
1033,3158,Undirected,4073,,,1
555,3821,Undirected,4074,,,1
938,3894,Undirected,4075,,,1
938,3288,Undirected,4076,,,1
938,1586,Undirected,4077,,,1
938,2887,Undirected,4078,,,1
481,3523,Undirected,4079,,,1
385,2099,Undirected,4080,,,1
385,3082,Undirected,4081,,,1
380,2747,Undirected,4082,,,1
69,3168,Undirected,4083,,,1
1306,3446,Undirected,4084,,,1
474,3720,Undirected,4085,,,1
474,3738,Undirected,4086,,,1
474,3677,Undirected,4087,,,1
474,3485,Undirected,4088,,,1
48,1621,Undirected,4089,,,1
48,1622,Undirected,4090,,,1
48,1623,Undirected,4091,,,1
48,1624,Undirected,4092,,,1
48,1625,Undirected,4093,,,1
48,1626,Undirected,4094,,,1
48,1627,Undirected,4095,,,1
48,1628,Undirected,4096,,,1
48,1629,Undirected,4097,,,1
48,1630,Undirected,4098,,,1
48,1631,Undirected,4099,,,1
48,1632,Undirected,4100,,,1
48,1633,Undirected,4101,,,1
48,2856,Undirected,4102,,,1
48,1635,Undirected,4103,,,1
48,1636,Undirected,4104,,,1
48,1637,Undirected,4105,,,1
48,3506,Undirected,4106,,,1
48,3974,Undirected,4107,,,1
48,1640,Undirected,4108,,,1
48,1641,Undirected,4109,,,1
48,1642,Undirected,4110,,,1
48,1643,Undirected,4111,,,1
743,3805,Undirected,4112,,,1
965,3467,Undirected,4113,,,1
442,1660,Undirected,4114,,,1
137,3631,Undirected,4115,,,1
137,3708,Undirected,4116,,,1
137,1663,Undirected,4117,,,1
137,3278,Undirected,4118,,,1
137,3852,Undirected,4119,,,1
137,3246,Undirected,4120,,,1
137,3677,Undirected,4121,,,1
137,3492,Undirected,4122,,,1
137,1669,Undirected,4123,,,1
137,3251,Undirected,4124,,,1
137,1671,Undirected,4125,,,1
137,3957,Undirected,4126,,,1
137,1673,Undirected,4127,,,1
137,2899,Undirected,4128,,,1
137,2840,Undirected,4129,,,1
137,1676,Undirected,4130,,,1
137,1677,Undirected,4131,,,1
137,3397,Undirected,4132,,,1
137,2253,Undirected,4133,,,1
977,3943,Undirected,4134,,,1
958,3917,Undirected,4135,,,1
208,1687,Undirected,4136,,,1
208,1688,Undirected,4137,,,1
208,1689,Undirected,4138,,,1
208,1690,Undirected,4139,,,1
208,1691,Undirected,4140,,,1
208,1692,Undirected,4141,,,1
208,1693,Undirected,4142,,,1
208,1694,Undirected,4143,,,1
208,3951,Undirected,4144,,,1
208,1696,Undirected,4145,,,1
208,1697,Undirected,4146,,,1
208,1698,Undirected,4147,,,1
208,1699,Undirected,4148,,,1
784,3781,Undirected,4149,,,1
784,3250,Undirected,4150,,,1
283,3236,Undirected,4151,,,1
485,1709,Undirected,4152,,,1
485,3249,Undirected,4153,,,1
954,3288,Undirected,4154,,,1
986,3325,Undirected,4155,,,1
54,1719,Undirected,4156,,,1
54,3514,Undirected,4157,,,1
54,2722,Undirected,4158,,,1
54,3080,Undirected,4159,,,1
54,2099,Undirected,4160,,,1
54,2000,Undirected,4161,,,1
54,2792,Undirected,4162,,,1
54,1726,Undirected,4163,,,1
54,1727,Undirected,4164,,,1
54,3896,Undirected,4165,,,1
54,1729,Undirected,4166,,,1
54,1730,Undirected,4167,,,1
54,1731,Undirected,4168,,,1
54,3023,Undirected,4169,,,1
54,3158,Undirected,4170,,,1
54,1734,Undirected,4171,,,1
54,1735,Undirected,4172,,,1
54,1736,Undirected,4173,,,1
54,1737,Undirected,4174,,,1
54,3025,Undirected,4175,,,1
54,1739,Undirected,4176,,,1
54,3027,Undirected,4177,,,1
54,1741,Undirected,4178,,,1
54,3860,Undirected,4179,,,1
54,1743,Undirected,4180,,,1
815,3772,Undirected,4181,,,1
815,3931,Undirected,4182,,,1
1081,2120,Undirected,4183,,,1
325,1750,Undirected,4184,,,1
325,3079,Undirected,4185,,,1
325,1752,Undirected,4186,,,1
325,1753,Undirected,4187,,,1
325,1754,Undirected,4188,,,1
325,1755,Undirected,4189,,,1
325,1756,Undirected,4190,,,1
325,1757,Undirected,4191,,,1
325,1758,Undirected,4192,,,1
325,1759,Undirected,4193,,,1
325,1760,Undirected,4194,,,1
325,1761,Undirected,4195,,,1
325,3958,Undirected,4196,,,1
325,1763,Undirected,4197,,,1
325,1764,Undirected,4198,,,1
187,3189,Undirected,4199,,,1
187,3581,Undirected,4200,,,1
187,2462,Undirected,4201,,,1
187,3921,Undirected,4202,,,1
187,3120,Undirected,4203,,,1
210,3638,Undirected,4204,,,1
210,2569,Undirected,4205,,,1
36,3704,Undirected,4206,,,1
36,1776,Undirected,4207,,,1
475,3720,Undirected,4208,,,1
390,1792,Undirected,4209,,,1
390,3129,Undirected,4210,,,1
390,3632,Undirected,4211,,,1
390,1795,Undirected,4212,,,1
390,3813,Undirected,4213,,,1
390,3130,Undirected,4214,,,1
390,3519,Undirected,4215,,,1
390,1799,Undirected,4216,,,1
390,3520,Undirected,4217,,,1
390,1801,Undirected,4218,,,1
390,1802,Undirected,4219,,,1
390,1803,Undirected,4220,,,1
390,1804,Undirected,4221,,,1
390,1805,Undirected,4222,,,1
390,1806,Undirected,4223,,,1
390,1807,Undirected,4224,,,1
390,1808,Undirected,4225,,,1
390,1809,Undirected,4226,,,1
796,3858,Undirected,4227,,,1
796,3887,Undirected,4228,,,1
796,1852,Undirected,4229,,,1
828,3164,Undirected,4230,,,1
969,2920,Undirected,4231,,,1
873,3958,Undirected,4232,,,1
873,3608,Undirected,4233,,,1
114,3780,Undirected,4234,,,1
114,3709,Undirected,4235,,,1
114,3823,Undirected,4236,,,1
114,3160,Undirected,4237,,,1
114,1868,Undirected,4238,,,1
114,1869,Undirected,4239,,,1
114,3335,Undirected,4240,,,1
114,1871,Undirected,4241,,,1
114,3522,Undirected,4242,,,1
114,3720,Undirected,4243,,,1
114,3249,Undirected,4244,,,1
114,1875,Undirected,4245,,,1
114,3781,Undirected,4246,,,1
114,3250,Undirected,4247,,,1
114,2309,Undirected,4248,,,1
114,1879,Undirected,4249,,,1
114,1880,Undirected,4250,,,1
114,2441,Undirected,4251,,,1
114,3251,Undirected,4252,,,1
114,1883,Undirected,4253,,,1
114,1884,Undirected,4254,,,1
114,3782,Undirected,4255,,,1
114,1886,Undirected,4256,,,1
114,1887,Undirected,4257,,,1
114,1888,Undirected,4258,,,1
114,2809,Undirected,4259,,,1
114,3957,Undirected,4260,,,1
114,3204,Undirected,4261,,,1
114,2840,Undirected,4262,,,1
114,3580,Undirected,4263,,,1
114,1894,Undirected,4264,,,1
114,2842,Undirected,4265,,,1
114,1896,Undirected,4266,,,1
114,3446,Undirected,4267,,,1
961,3921,Undirected,4268,,,1
42,3915,Undirected,4269,,,1
42,3459,Undirected,4270,,,1
42,1907,Undirected,4271,,,1
42,2711,Undirected,4272,,,1
42,3472,Undirected,4273,,,1
42,3481,Undirected,4274,,,1
42,2715,Undirected,4275,,,1
1289,3801,Undirected,4276,,,1
122,2565,Undirected,4277,,,1
122,2285,Undirected,4278,,,1
122,1935,Undirected,4279,,,1
122,1936,Undirected,4280,,,1
122,1937,Undirected,4281,,,1
122,2685,Undirected,4282,,,1
122,1939,Undirected,4283,,,1
37,3704,Undirected,4284,,,1
37,1942,Undirected,4285,,,1
37,1943,Undirected,4286,,,1
37,1944,Undirected,4287,,,1
37,1945,Undirected,4288,,,1
37,1946,Undirected,4289,,,1
633,3738,Undirected,4290,,,1
342,3146,Undirected,4291,,,1
191,3356,Undirected,4292,,,1
191,3806,Undirected,4293,,,1
322,1955,Undirected,4294,,,1
322,3078,Undirected,4295,,,1
974,3283,Undirected,4296,,,1
1227,2685,Undirected,4297,,,1
871,3828,Undirected,4298,,,1
482,3523,Undirected,4299,,,1
483,3523,Undirected,4300,,,1
483,3286,Undirected,4301,,,1
231,3514,Undirected,4302,,,1
616,1967,Undirected,4303,,,1
616,3377,Undirected,4304,,,1
476,3720,Undirected,4305,,,1
476,3523,Undirected,4306,,,1
165,3192,Undirected,4307,,,1
165,3851,Undirected,4308,,,1
165,2850,Undirected,4309,,,1
702,3792,Undirected,4310,,,1
55,1990,Undirected,4311,,,1
55,3712,Undirected,4312,,,1
55,1992,Undirected,4313,,,1
55,3844,Undirected,4314,,,1
55,1994,Undirected,4315,,,1
55,2985,Undirected,4316,,,1
55,1996,Undirected,4317,,,1
55,2904,Undirected,4318,,,1
55,1998,Undirected,4319,,,1
55,2049,Undirected,4320,,,1
55,2000,Undirected,4321,,,1
55,3821,Undirected,4322,,,1
55,2214,Undirected,4323,,,1
55,3555,Undirected,4324,,,1
55,2004,Undirected,4325,,,1
55,2005,Undirected,4326,,,1
55,3795,Undirected,4327,,,1
55,3306,Undirected,4328,,,1
55,2008,Undirected,4329,,,1
55,2009,Undirected,4330,,,1
55,2010,Undirected,4331,,,1
55,2011,Undirected,4332,,,1
55,2012,Undirected,4333,,,1
55,3798,Undirected,4334,,,1
55,2127,Undirected,4335,,,1
55,2015,Undirected,4336,,,1
55,2016,Undirected,4337,,,1
55,2017,Undirected,4338,,,1
55,2018,Undirected,4339,,,1
55,2019,Undirected,4340,,,1
55,3799,Undirected,4341,,,1
55,2021,Undirected,4342,,,1
55,3800,Undirected,4343,,,1
55,2023,Undirected,4344,,,1
55,2024,Undirected,4345,,,1
55,2025,Undirected,4346,,,1
55,2026,Undirected,4347,,,1
55,2027,Undirected,4348,,,1
55,2028,Undirected,4349,,,1
55,2029,Undirected,4350,,,1
55,2030,Undirected,4351,,,1
419,3129,Undirected,4352,,,1
419,3519,Undirected,4353,,,1
419,3520,Undirected,4354,,,1
419,2035,Undirected,4355,,,1
751,3706,Undirected,4356,,,1
751,3331,Undirected,4357,,,1
751,2039,Undirected,4358,,,1
751,3293,Undirected,4359,,,1
751,3567,Undirected,4360,,,1
751,2042,Undirected,4361,,,1
405,2049,Undirected,4362,,,1
406,2049,Undirected,4363,,,1
1099,3854,Undirected,4364,,,1
882,2907,Undirected,4365,,,1
115,3780,Undirected,4366,,,1
87,2055,Undirected,4367,,,1
87,3985,Undirected,4368,,,1
87,2057,Undirected,4369,,,1
87,2979,Undirected,4370,,,1
87,2059,Undirected,4371,,,1
87,2980,Undirected,4372,,,1
87,3429,Undirected,4373,,,1
87,3928,Undirected,4374,,,1
87,2063,Undirected,4375,,,1
87,3930,Undirected,4376,,,1
87,2065,Undirected,4377,,,1
87,3220,Undirected,4378,,,1
87,3180,Undirected,4379,,,1
87,2254,Undirected,4380,,,1
87,2069,Undirected,4381,,,1
87,2576,Undirected,4382,,,1
87,2983,Undirected,4383,,,1
87,2984,Undirected,4384,,,1
87,2073,Undirected,4385,,,1
87,2074,Undirected,4386,,,1
87,2075,Undirected,4387,,,1
87,2076,Undirected,4388,,,1
87,3702,Undirected,4389,,,1
87,2635,Undirected,4390,,,1
87,2555,Undirected,4391,,,1
87,2080,Undirected,4392,,,1
87,2081,Undirected,4393,,,1
409,2203,Undirected,4394,,,1
403,3599,Undirected,4395,,,1
284,3236,Undirected,4396,,,1
363,3289,Undirected,4397,,,1
386,2099,Undirected,4398,,,1
535,2847,Undirected,4399,,,1
467,2105,Undirected,4400,,,1
467,3730,Undirected,4401,,,1
467,3731,Undirected,4402,,,1
1082,2120,Undirected,4403,,,1
301,3759,Undirected,4404,,,1
414,2122,Undirected,4405,,,1
414,2123,Undirected,4406,,,1
414,2124,Undirected,4407,,,1
414,3887,Undirected,4408,,,1
414,2640,Undirected,4409,,,1
414,2127,Undirected,4410,,,1
414,2128,Undirected,4411,,,1
414,2129,Undirected,4412,,,1
454,3842,Undirected,4413,,,1
454,3958,Undirected,4414,,,1
285,3236,Undirected,4415,,,1
285,3237,Undirected,4416,,,1
285,3892,Undirected,4417,,,1
285,2136,Undirected,4418,,,1
285,2137,Undirected,4419,,,1
285,3142,Undirected,4420,,,1
285,2139,Undirected,4421,,,1
285,2140,Undirected,4422,,,1
285,2141,Undirected,4423,,,1
429,2143,Undirected,4424,,,1
429,3974,Undirected,4425,,,1
429,3626,Undirected,4426,,,1
429,3627,Undirected,4427,,,1
426,2149,Undirected,4428,,,1
426,2792,Undirected,4429,,,1
902,2434,Undirected,4430,,,1
248,3246,Undirected,4431,,,1
248,3249,Undirected,4432,,,1
248,2157,Undirected,4433,,,1
248,3806,Undirected,4434,,,1
1181,3477,Undirected,4435,,,1
888,3306,Undirected,4436,,,1
302,3759,Undirected,4437,,,1
302,2169,Undirected,4438,,,1
302,3599,Undirected,4439,,,1
302,2171,Undirected,4440,,,1
302,2172,Undirected,4441,,,1
302,2173,Undirected,4442,,,1
302,2174,Undirected,4443,,,1
302,2705,Undirected,4444,,,1
302,2176,Undirected,4445,,,1
302,2177,Undirected,4446,,,1
302,3020,Undirected,4447,,,1
703,3792,Undirected,4448,,,1
703,2180,Undirected,4449,,,1
703,3143,Undirected,4450,,,1
220,2182,Undirected,4451,,,1
220,3145,Undirected,4452,,,1
220,2184,Undirected,4453,,,1
220,2185,Undirected,4454,,,1
220,2186,Undirected,4455,,,1
220,2187,Undirected,4456,,,1
220,3070,Undirected,4457,,,1
220,3074,Undirected,4458,,,1
220,2190,Undirected,4459,,,1
220,2191,Undirected,4460,,,1
220,2192,Undirected,4461,,,1
220,2193,Undirected,4462,,,1
220,2194,Undirected,4463,,,1
220,2195,Undirected,4464,,,1
220,2335,Undirected,4465,,,1
220,2197,Undirected,4466,,,1
220,2198,Undirected,4467,,,1
306,2199,Undirected,4468,,,1
306,2651,Undirected,4469,,,1
306,2652,Undirected,4470,,,1
306,3403,Undirected,4471,,,1
306,2203,Undirected,4472,,,1
306,3657,Undirected,4473,,,1
211,3638,Undirected,4474,,,1
211,2206,Undirected,4475,,,1
817,3555,Undirected,4476,,,1
560,2214,Undirected,4477,,,1
560,3822,Undirected,4478,,,1
560,2216,Undirected,4479,,,1
968,2217,Undirected,4480,,,1
968,2809,Undirected,4481,,,1
968,2219,Undirected,4482,,,1
968,2220,Undirected,4483,,,1
434,2968,Undirected,4484,,,1
744,3805,Undirected,4485,,,1
744,3164,Undirected,4486,,,1
744,2229,Undirected,4487,,,1
874,3958,Undirected,4488,,,1
448,3063,Undirected,4489,,,1
448,2235,Undirected,4490,,,1
448,2236,Undirected,4491,,,1
448,2237,Undirected,4492,,,1
448,2238,Undirected,4493,,,1
448,2239,Undirected,4494,,,1
448,3113,Undirected,4495,,,1
448,2241,Undirected,4496,,,1
202,3852,Undirected,4497,,,1
202,2244,Undirected,4498,,,1
202,2245,Undirected,4499,,,1
202,2246,Undirected,4500,,,1
202,2247,Undirected,4501,,,1
202,2248,Undirected,4502,,,1
202,2249,Undirected,4503,,,1
202,2250,Undirected,4504,,,1
202,2251,Undirected,4505,,,1
202,2252,Undirected,4506,,,1
202,2253,Undirected,4507,,,1
996,2254,Undirected,4508,,,1
523,2420,Undirected,4509,,,1
818,3555,Undirected,4510,,,1
875,3958,Undirected,4511,,,1
959,3917,Undirected,4512,,,1
1100,3854,Undirected,4513,,,1
305,2285,Undirected,4514,,,1
43,3915,Undirected,4515,,,1
43,2290,Undirected,4516,,,1
43,3467,Undirected,4517,,,1
524,2420,Undirected,4518,,,1
116,3780,Undirected,4519,,,1
117,3780,Undirected,4520,,,1
117,3159,Undirected,4521,,,1
117,3246,Undirected,4522,,,1
117,3390,Undirected,4523,,,1
117,3248,Undirected,4524,,,1
117,3523,Undirected,4525,,,1
117,2306,Undirected,4526,,,1
117,2307,Undirected,4527,,,1
117,3162,Undirected,4528,,,1
117,2309,Undirected,4529,,,1
691,3332,Undirected,4530,,,1
691,2517,Undirected,4531,,,1
692,3332,Undirected,4532,,,1
692,3580,Undirected,4533,,,1
928,3377,Undirected,4534,,,1
883,2907,Undirected,4535,,,1
340,3315,Undirected,4536,,,1
340,2328,Undirected,4537,,,1
340,3210,Undirected,4538,,,1
340,2330,Undirected,4539,,,1
384,2331,Undirected,4540,,,1
384,3248,Undirected,4541,,,1
384,3250,Undirected,4542,,,1
384,3180,Undirected,4543,,,1
384,2335,Undirected,4544,,,1
1040,2984,Undirected,4545,,,1
585,2423,Undirected,4546,,,1
1048,3893,Undirected,4547,,,1
1048,3941,Undirected,4548,,,1
184,2971,Undirected,4549,,,1
663,3496,Undirected,4550,,,1
331,2601,Undirected,4551,,,1
331,2380,Undirected,4552,,,1
550,2386,Undirected,4553,,,1
550,2761,Undirected,4554,,,1
38,3704,Undirected,4555,,,1
38,2968,Undirected,4556,,,1
978,3943,Undirected,4557,,,1
1089,3824,Undirected,4558,,,1
422,3137,Undirected,4559,,,1
212,3638,Undirected,4560,,,1
86,2418,Undirected,4561,,,1
86,2419,Undirected,4562,,,1
86,2420,Undirected,4563,,,1
86,2421,Undirected,4564,,,1
86,2422,Undirected,4565,,,1
86,2423,Undirected,4566,,,1
86,2424,Undirected,4567,,,1
86,3073,Undirected,4568,,,1
86,3974,Undirected,4569,,,1
86,2427,Undirected,4570,,,1
606,3113,Undirected,4571,,,1
446,3729,Undirected,4572,,,1
446,2434,Undirected,4573,,,1
316,2569,Undirected,4574,,,1
224,2437,Undirected,4575,,,1
224,3335,Undirected,4576,,,1
224,2439,Undirected,4577,,,1
224,3440,Undirected,4578,,,1
224,2441,Undirected,4579,,,1
224,2983,Undirected,4580,,,1
224,3957,Undirected,4581,,,1
224,2444,Undirected,4582,,,1
411,2548,Undirected,4583,,,1
411,3581,Undirected,4584,,,1
411,3825,Undirected,4585,,,1
411,2462,Undirected,4586,,,1
411,2463,Undirected,4587,,,1
411,3921,Undirected,4588,,,1
411,3120,Undirected,4589,,,1
1066,3957,Undirected,4590,,,1
280,2468,Undirected,4591,,,1
280,2469,Undirected,4592,,,1
280,3496,Undirected,4593,,,1
280,2471,Undirected,4594,,,1
940,3894,Undirected,4595,,,1
940,3608,Undirected,4596,,,1
940,2477,Undirected,4597,,,1
940,2478,Undirected,4598,,,1
940,2479,Undirected,4599,,,1
238,3728,Undirected,4600,,,1
